[2024-09-13T14:21:42.569+0000] {local_task_job_runner.py:123} INFO - ::group::Pre task execution logs
[2024-09-13T14:21:42.583+0000] {taskinstance.py:2612} INFO - Dependencies all met for dep_context=non-requeueable deps ti=<TaskInstance: welcome_dag.work_with_model manual__2024-09-13T14:15:35.568743+00:00 [queued]>
[2024-09-13T14:21:42.589+0000] {taskinstance.py:2612} INFO - Dependencies all met for dep_context=requeueable deps ti=<TaskInstance: welcome_dag.work_with_model manual__2024-09-13T14:15:35.568743+00:00 [queued]>
[2024-09-13T14:21:42.590+0000] {taskinstance.py:2865} INFO - Starting attempt 1 of 1
[2024-09-13T14:21:42.601+0000] {taskinstance.py:2888} INFO - Executing <Task(PythonOperator): work_with_model> on 2024-09-13 14:15:35.568743+00:00
[2024-09-13T14:21:42.615+0000] {warnings.py:112} WARNING - /home/***/.local/lib/python3.12/site-packages/***/task/task_runner/standard_task_runner.py:70: DeprecationWarning: This process (pid=445) is multi-threaded, use of fork() may lead to deadlocks in the child.
  pid = os.fork()

[2024-09-13T14:21:42.616+0000] {standard_task_runner.py:104} INFO - Running: ['***', 'tasks', 'run', 'welcome_dag', 'work_with_model', 'manual__2024-09-13T14:15:35.568743+00:00', '--job-id', '90', '--raw', '--subdir', 'DAGS_FOLDER/welcome.py', '--cfg-path', '/tmp/tmpbo6zh0pj']
[2024-09-13T14:21:42.616+0000] {standard_task_runner.py:72} INFO - Started process 447 to run task
[2024-09-13T14:21:42.617+0000] {standard_task_runner.py:105} INFO - Job 90: Subtask work_with_model
[2024-09-13T14:21:42.653+0000] {task_command.py:467} INFO - Running <TaskInstance: welcome_dag.work_with_model manual__2024-09-13T14:15:35.568743+00:00 [running]> on host 3f4d3d57e0af
[2024-09-13T14:21:42.736+0000] {taskinstance.py:3131} INFO - Exporting env vars: AIRFLOW_CTX_DAG_OWNER='***' AIRFLOW_CTX_DAG_ID='welcome_dag' AIRFLOW_CTX_TASK_ID='work_with_model' AIRFLOW_CTX_EXECUTION_DATE='2024-09-13T14:15:35.568743+00:00' AIRFLOW_CTX_TRY_NUMBER='1' AIRFLOW_CTX_DAG_RUN_ID='manual__2024-09-13T14:15:35.568743+00:00'
[2024-09-13T14:21:42.738+0000] {logging_mixin.py:190} INFO - Task instance is in running state
[2024-09-13T14:21:42.738+0000] {logging_mixin.py:190} INFO -  Previous state of the Task instance: queued
[2024-09-13T14:21:47.436+0000] {logging_mixin.py:190} WARNING - 32.5%
[2024-09-13T14:21:47.446+0000] {logging_mixin.py:190} WARNING - 32.6%
[2024-09-13T14:21:47.449+0000] {logging_mixin.py:190} WARNING - 32.7%
[2024-09-13T14:21:47.452+0000] {logging_mixin.py:190} WARNING - 32.9%
[2024-09-13T14:21:47.454+0000] {logging_mixin.py:190} WARNING - 33.0%
[2024-09-13T14:21:47.467+0000] {logging_mixin.py:190} WARNING - 33.1%
[2024-09-13T14:21:47.473+0000] {logging_mixin.py:190} WARNING - 33.2%
[2024-09-13T14:21:47.483+0000] {logging_mixin.py:190} WARNING - 33.4%
[2024-09-13T14:21:47.496+0000] {logging_mixin.py:190} WARNING - 33.5%
[2024-09-13T14:21:47.509+0000] {logging_mixin.py:190} WARNING - 33.6%
[2024-09-13T14:21:47.517+0000] {logging_mixin.py:190} WARNING - 33.7%
[2024-09-13T14:21:47.530+0000] {logging_mixin.py:190} WARNING - 33.9%
[2024-09-13T14:21:47.552+0000] {logging_mixin.py:190} WARNING - 34.0%
[2024-09-13T14:21:47.560+0000] {logging_mixin.py:190} WARNING - 34.1%
[2024-09-13T14:21:47.571+0000] {logging_mixin.py:190} WARNING - 34.3%
[2024-09-13T14:21:47.585+0000] {logging_mixin.py:190} WARNING - 34.4%
[2024-09-13T14:21:47.592+0000] {logging_mixin.py:190} WARNING - 34.5%
[2024-09-13T14:21:47.602+0000] {logging_mixin.py:190} WARNING - 34.6%
[2024-09-13T14:21:47.612+0000] {logging_mixin.py:190} WARNING - 34.8%
[2024-09-13T14:21:47.620+0000] {logging_mixin.py:190} WARNING - 34.9%
[2024-09-13T14:21:47.630+0000] {logging_mixin.py:190} WARNING - 35.0%
[2024-09-13T14:21:47.642+0000] {logging_mixin.py:190} WARNING - 35.2%
[2024-09-13T14:21:47.654+0000] {logging_mixin.py:190} WARNING - 35.3%
[2024-09-13T14:21:47.667+0000] {logging_mixin.py:190} WARNING - 35.4%
[2024-09-13T14:21:47.677+0000] {logging_mixin.py:190} WARNING - 35.5%
[2024-09-13T14:21:47.683+0000] {logging_mixin.py:190} WARNING - 35.7%
[2024-09-13T14:21:47.696+0000] {logging_mixin.py:190} WARNING - 35.8%
[2024-09-13T14:21:47.711+0000] {logging_mixin.py:190} WARNING - 35.9%
[2024-09-13T14:21:47.725+0000] {logging_mixin.py:190} WARNING - 36.1%
[2024-09-13T14:21:47.735+0000] {logging_mixin.py:190} WARNING - 36.2%
[2024-09-13T14:21:47.751+0000] {logging_mixin.py:190} WARNING - 36.3%
[2024-09-13T14:21:47.770+0000] {logging_mixin.py:190} WARNING - 36.4%
[2024-09-13T14:21:47.774+0000] {logging_mixin.py:190} WARNING - 36.6%
[2024-09-13T14:21:47.782+0000] {logging_mixin.py:190} WARNING - 36.7%
[2024-09-13T14:21:47.792+0000] {logging_mixin.py:190} WARNING - 36.8%
[2024-09-13T14:21:47.802+0000] {logging_mixin.py:190} WARNING - 36.9%
[2024-09-13T14:21:47.813+0000] {logging_mixin.py:190} WARNING - 37.1%
[2024-09-13T14:21:47.825+0000] {logging_mixin.py:190} WARNING - 37.2%
[2024-09-13T14:21:47.836+0000] {logging_mixin.py:190} WARNING - 37.3%
[2024-09-13T14:21:47.846+0000] {logging_mixin.py:190} WARNING - 37.5%
[2024-09-13T14:21:47.855+0000] {logging_mixin.py:190} WARNING - 37.6%
[2024-09-13T14:21:47.868+0000] {logging_mixin.py:190} WARNING - 37.7%
[2024-09-13T14:21:47.878+0000] {logging_mixin.py:190} WARNING - 37.8%
[2024-09-13T14:21:47.889+0000] {logging_mixin.py:190} WARNING - 38.0%
[2024-09-13T14:21:47.900+0000] {logging_mixin.py:190} WARNING - 38.1%
[2024-09-13T14:21:47.915+0000] {logging_mixin.py:190} WARNING - 38.2%
[2024-09-13T14:21:47.922+0000] {logging_mixin.py:190} WARNING - 38.4%
[2024-09-13T14:21:47.932+0000] {logging_mixin.py:190} WARNING - 38.5%
[2024-09-13T14:21:47.942+0000] {logging_mixin.py:190} WARNING - 38.6%
[2024-09-13T14:21:47.954+0000] {logging_mixin.py:190} WARNING - 38.7%
[2024-09-13T14:21:47.966+0000] {logging_mixin.py:190} WARNING - 38.9%
[2024-09-13T14:21:47.980+0000] {logging_mixin.py:190} WARNING - 39.0%
[2024-09-13T14:21:47.988+0000] {logging_mixin.py:190} WARNING - 39.1%
[2024-09-13T14:21:48.001+0000] {logging_mixin.py:190} WARNING - 39.2%
[2024-09-13T14:21:48.013+0000] {logging_mixin.py:190} WARNING - 39.4%
[2024-09-13T14:21:48.021+0000] {logging_mixin.py:190} WARNING - 39.5%
[2024-09-13T14:21:48.033+0000] {logging_mixin.py:190} WARNING - 39.6%
[2024-09-13T14:21:48.044+0000] {logging_mixin.py:190} WARNING - 39.8%
[2024-09-13T14:21:48.060+0000] {logging_mixin.py:190} WARNING - 39.9%
[2024-09-13T14:21:48.079+0000] {logging_mixin.py:190} WARNING - 40.0%
[2024-09-13T14:21:48.083+0000] {logging_mixin.py:190} WARNING - 40.1%
[2024-09-13T14:21:48.090+0000] {logging_mixin.py:190} WARNING - 40.3%
[2024-09-13T14:21:48.101+0000] {logging_mixin.py:190} WARNING - 40.4%
[2024-09-13T14:21:48.117+0000] {logging_mixin.py:190} WARNING - 40.5%
[2024-09-13T14:21:48.136+0000] {logging_mixin.py:190} WARNING - 40.7%
[2024-09-13T14:21:48.153+0000] {logging_mixin.py:190} WARNING - 40.8%
[2024-09-13T14:21:48.159+0000] {logging_mixin.py:190} WARNING - 40.9%
[2024-09-13T14:21:48.171+0000] {logging_mixin.py:190} WARNING - 41.0%
[2024-09-13T14:21:48.184+0000] {logging_mixin.py:190} WARNING - 41.2%
[2024-09-13T14:21:48.194+0000] {logging_mixin.py:190} WARNING - 41.3%
[2024-09-13T14:21:48.203+0000] {logging_mixin.py:190} WARNING - 41.4%
[2024-09-13T14:21:48.213+0000] {logging_mixin.py:190} WARNING - 41.5%
[2024-09-13T14:21:48.225+0000] {logging_mixin.py:190} WARNING - 41.7%
[2024-09-13T14:21:48.235+0000] {logging_mixin.py:190} WARNING - 41.8%
[2024-09-13T14:21:48.247+0000] {logging_mixin.py:190} WARNING - 41.9%
[2024-09-13T14:21:48.260+0000] {logging_mixin.py:190} WARNING - 42.1%
[2024-09-13T14:21:48.273+0000] {logging_mixin.py:190} WARNING - 42.2%
[2024-09-13T14:21:48.281+0000] {logging_mixin.py:190} WARNING - 42.3%
[2024-09-13T14:21:48.291+0000] {logging_mixin.py:190} WARNING - 42.4%
[2024-09-13T14:21:48.302+0000] {logging_mixin.py:190} WARNING - 42.6%
[2024-09-13T14:21:48.313+0000] {logging_mixin.py:190} WARNING - 42.7%
[2024-09-13T14:21:48.328+0000] {logging_mixin.py:190} WARNING - 42.8%
[2024-09-13T14:21:48.339+0000] {logging_mixin.py:190} WARNING - 43.0%
[2024-09-13T14:21:48.350+0000] {logging_mixin.py:190} WARNING - 43.1%
[2024-09-13T14:21:48.359+0000] {logging_mixin.py:190} WARNING - 43.2%
[2024-09-13T14:21:48.375+0000] {logging_mixin.py:190} WARNING - 43.3%
[2024-09-13T14:21:48.383+0000] {logging_mixin.py:190} WARNING - 43.5%
[2024-09-13T14:21:48.473+0000] {logging_mixin.py:190} WARNING - 43.6%
[2024-09-13T14:21:48.475+0000] {logging_mixin.py:190} WARNING - 43.7%
[2024-09-13T14:21:48.479+0000] {logging_mixin.py:190} WARNING - 43.8%
[2024-09-13T14:21:48.482+0000] {logging_mixin.py:190} WARNING - 44.0%
[2024-09-13T14:21:48.485+0000] {logging_mixin.py:190} WARNING - 44.1%
[2024-09-13T14:21:48.489+0000] {logging_mixin.py:190} WARNING - 44.2%
[2024-09-13T14:21:48.492+0000] {logging_mixin.py:190} WARNING - 44.4%
[2024-09-13T14:21:48.495+0000] {logging_mixin.py:190} WARNING - 44.5%
[2024-09-13T14:21:48.498+0000] {logging_mixin.py:190} WARNING - 44.6%
[2024-09-13T14:21:48.501+0000] {logging_mixin.py:190} WARNING - 44.7%
[2024-09-13T14:21:48.509+0000] {logging_mixin.py:190} WARNING - 44.9%
[2024-09-13T14:21:48.523+0000] {logging_mixin.py:190} WARNING - 45.0%
[2024-09-13T14:21:48.533+0000] {logging_mixin.py:190} WARNING - 45.1%
[2024-09-13T14:21:48.545+0000] {logging_mixin.py:190} WARNING - 45.3%
[2024-09-13T14:21:48.555+0000] {logging_mixin.py:190} WARNING - 45.4%
[2024-09-13T14:21:48.567+0000] {logging_mixin.py:190} WARNING - 45.5%
[2024-09-13T14:21:48.579+0000] {logging_mixin.py:190} WARNING - 45.6%
[2024-09-13T14:21:48.588+0000] {logging_mixin.py:190} WARNING - 45.8%
[2024-09-13T14:21:48.599+0000] {logging_mixin.py:190} WARNING - 45.9%
[2024-09-13T14:21:48.611+0000] {logging_mixin.py:190} WARNING - 46.0%
[2024-09-13T14:21:48.623+0000] {logging_mixin.py:190} WARNING - 46.1%
[2024-09-13T14:21:48.634+0000] {logging_mixin.py:190} WARNING - 46.3%
[2024-09-13T14:21:48.645+0000] {logging_mixin.py:190} WARNING - 46.4%
[2024-09-13T14:21:48.657+0000] {logging_mixin.py:190} WARNING - 46.5%
[2024-09-13T14:21:48.667+0000] {logging_mixin.py:190} WARNING - 46.7%
[2024-09-13T14:21:48.678+0000] {logging_mixin.py:190} WARNING - 46.8%
[2024-09-13T14:21:48.686+0000] {logging_mixin.py:190} WARNING - 46.9%
[2024-09-13T14:21:48.702+0000] {logging_mixin.py:190} WARNING - 47.0%
[2024-09-13T14:21:48.712+0000] {logging_mixin.py:190} WARNING - 47.2%
[2024-09-13T14:21:48.723+0000] {logging_mixin.py:190} WARNING - 47.3%
[2024-09-13T14:21:48.732+0000] {logging_mixin.py:190} WARNING - 47.4%
[2024-09-13T14:21:48.744+0000] {logging_mixin.py:190} WARNING - 47.6%
[2024-09-13T14:21:48.760+0000] {logging_mixin.py:190} WARNING - 47.7%
[2024-09-13T14:21:48.808+0000] {logging_mixin.py:190} WARNING - 47.8%
[2024-09-13T14:21:48.818+0000] {logging_mixin.py:190} WARNING - 47.9%
[2024-09-13T14:21:48.826+0000] {logging_mixin.py:190} WARNING - 48.1%
[2024-09-13T14:21:48.829+0000] {logging_mixin.py:190} WARNING - 48.2%
[2024-09-13T14:21:48.835+0000] {logging_mixin.py:190} WARNING - 48.3%
[2024-09-13T14:21:48.848+0000] {logging_mixin.py:190} WARNING - 48.5%
[2024-09-13T14:21:48.857+0000] {logging_mixin.py:190} WARNING - 48.6%
[2024-09-13T14:21:48.866+0000] {logging_mixin.py:190} WARNING - 48.7%
[2024-09-13T14:21:48.879+0000] {logging_mixin.py:190} WARNING - 48.8%
[2024-09-13T14:21:48.890+0000] {logging_mixin.py:190} WARNING - 49.0%
[2024-09-13T14:21:48.899+0000] {logging_mixin.py:190} WARNING - 49.1%
[2024-09-13T14:21:48.911+0000] {logging_mixin.py:190} WARNING - 49.2%
[2024-09-13T14:21:48.923+0000] {logging_mixin.py:190} WARNING - 49.3%
[2024-09-13T14:21:48.936+0000] {logging_mixin.py:190} WARNING - 49.5%
[2024-09-13T14:21:48.946+0000] {logging_mixin.py:190} WARNING - 49.6%
[2024-09-13T14:21:48.958+0000] {logging_mixin.py:190} WARNING - 49.7%
[2024-09-13T14:21:48.967+0000] {logging_mixin.py:190} WARNING - 49.9%
[2024-09-13T14:21:48.979+0000] {logging_mixin.py:190} WARNING - 50.0%
[2024-09-13T14:21:48.987+0000] {logging_mixin.py:190} WARNING - 50.1%
[2024-09-13T14:21:49.002+0000] {logging_mixin.py:190} WARNING - 50.2%
[2024-09-13T14:21:49.014+0000] {logging_mixin.py:190} WARNING - 50.4%
[2024-09-13T14:21:49.025+0000] {logging_mixin.py:190} WARNING - 50.5%
[2024-09-13T14:21:49.038+0000] {logging_mixin.py:190} WARNING - 50.6%
[2024-09-13T14:21:49.054+0000] {logging_mixin.py:190} WARNING - 50.8%
[2024-09-13T14:21:49.082+0000] {logging_mixin.py:190} WARNING - 50.9%
[2024-09-13T14:21:49.101+0000] {logging_mixin.py:190} WARNING - 51.0%
[2024-09-13T14:21:49.112+0000] {logging_mixin.py:190} WARNING - 51.1%
[2024-09-13T14:21:49.120+0000] {logging_mixin.py:190} WARNING - 51.3%
[2024-09-13T14:21:49.144+0000] {logging_mixin.py:190} WARNING - 51.4%
[2024-09-13T14:21:49.161+0000] {logging_mixin.py:190} WARNING - 51.5%
[2024-09-13T14:21:49.172+0000] {logging_mixin.py:190} WARNING - 51.6%
[2024-09-13T14:21:49.183+0000] {logging_mixin.py:190} WARNING - 51.8%
[2024-09-13T14:21:49.197+0000] {logging_mixin.py:190} WARNING - 51.9%
[2024-09-13T14:21:49.207+0000] {logging_mixin.py:190} WARNING - 52.0%
[2024-09-13T14:21:49.221+0000] {logging_mixin.py:190} WARNING - 52.2%
[2024-09-13T14:21:49.235+0000] {logging_mixin.py:190} WARNING - 52.3%
[2024-09-13T14:21:49.248+0000] {logging_mixin.py:190} WARNING - 52.4%
[2024-09-13T14:21:49.257+0000] {logging_mixin.py:190} WARNING - 52.5%
[2024-09-13T14:21:49.275+0000] {logging_mixin.py:190} WARNING - 52.7%
[2024-09-13T14:21:49.282+0000] {logging_mixin.py:190} WARNING - 52.8%
[2024-09-13T14:21:49.295+0000] {logging_mixin.py:190} WARNING - 52.9%
[2024-09-13T14:21:49.374+0000] {logging_mixin.py:190} WARNING - 53.1%
[2024-09-13T14:21:49.377+0000] {logging_mixin.py:190} WARNING - 53.2%
[2024-09-13T14:21:49.413+0000] {logging_mixin.py:190} WARNING - 53.3%
[2024-09-13T14:21:49.415+0000] {logging_mixin.py:190} WARNING - 53.4%
[2024-09-13T14:21:49.418+0000] {logging_mixin.py:190} WARNING - 53.6%
[2024-09-13T14:21:49.421+0000] {logging_mixin.py:190} WARNING - 53.7%
[2024-09-13T14:21:49.424+0000] {logging_mixin.py:190} WARNING - 53.8%
[2024-09-13T14:21:49.427+0000] {logging_mixin.py:190} WARNING - 53.9%
[2024-09-13T14:21:49.430+0000] {logging_mixin.py:190} WARNING - 54.1%
[2024-09-13T14:21:49.433+0000] {logging_mixin.py:190} WARNING - 54.2%
[2024-09-13T14:21:49.436+0000] {logging_mixin.py:190} WARNING - 54.3%
[2024-09-13T14:21:49.443+0000] {logging_mixin.py:190} WARNING - 54.5%
[2024-09-13T14:21:49.457+0000] {logging_mixin.py:190} WARNING - 54.6%
[2024-09-13T14:21:49.467+0000] {logging_mixin.py:190} WARNING - 54.7%
[2024-09-13T14:21:49.477+0000] {logging_mixin.py:190} WARNING - 54.8%
[2024-09-13T14:21:49.491+0000] {logging_mixin.py:190} WARNING - 55.0%
[2024-09-13T14:21:49.499+0000] {logging_mixin.py:190} WARNING - 55.1%
[2024-09-13T14:21:49.515+0000] {logging_mixin.py:190} WARNING - 55.2%
[2024-09-13T14:21:49.524+0000] {logging_mixin.py:190} WARNING - 55.4%
[2024-09-13T14:21:49.535+0000] {logging_mixin.py:190} WARNING - 55.5%
[2024-09-13T14:21:49.548+0000] {logging_mixin.py:190} WARNING - 55.6%
[2024-09-13T14:21:49.558+0000] {logging_mixin.py:190} WARNING - 55.7%
[2024-09-13T14:21:49.573+0000] {logging_mixin.py:190} WARNING - 55.9%
[2024-09-13T14:21:49.581+0000] {logging_mixin.py:190} WARNING - 56.0%
[2024-09-13T14:21:49.594+0000] {logging_mixin.py:190} WARNING - 56.1%
[2024-09-13T14:21:49.604+0000] {logging_mixin.py:190} WARNING - 56.2%
[2024-09-13T14:21:49.619+0000] {logging_mixin.py:190} WARNING - 56.4%
[2024-09-13T14:21:49.627+0000] {logging_mixin.py:190} WARNING - 56.5%
[2024-09-13T14:21:49.637+0000] {logging_mixin.py:190} WARNING - 56.6%
[2024-09-13T14:21:49.647+0000] {logging_mixin.py:190} WARNING - 56.8%
[2024-09-13T14:21:49.655+0000] {logging_mixin.py:190} WARNING - 56.9%
[2024-09-13T14:21:49.671+0000] {logging_mixin.py:190} WARNING - 57.0%
[2024-09-13T14:21:49.680+0000] {logging_mixin.py:190} WARNING - 57.1%
[2024-09-13T14:21:49.695+0000] {logging_mixin.py:190} WARNING - 57.3%
[2024-09-13T14:21:49.702+0000] {logging_mixin.py:190} WARNING - 57.4%
[2024-09-13T14:21:49.724+0000] {logging_mixin.py:190} WARNING - 57.5%
[2024-09-13T14:21:49.733+0000] {logging_mixin.py:190} WARNING - 57.7%
[2024-09-13T14:21:49.744+0000] {logging_mixin.py:190} WARNING - 57.8%
[2024-09-13T14:21:49.756+0000] {logging_mixin.py:190} WARNING - 57.9%
[2024-09-13T14:21:49.766+0000] {logging_mixin.py:190} WARNING - 58.0%
[2024-09-13T14:21:49.782+0000] {logging_mixin.py:190} WARNING - 58.2%
[2024-09-13T14:21:49.799+0000] {logging_mixin.py:190} WARNING - 58.3%
[2024-09-13T14:21:49.806+0000] {logging_mixin.py:190} WARNING - 58.4%
[2024-09-13T14:21:49.832+0000] {logging_mixin.py:190} WARNING - 58.5%
[2024-09-13T14:21:49.838+0000] {logging_mixin.py:190} WARNING - 58.7%
[2024-09-13T14:21:49.848+0000] {logging_mixin.py:190} WARNING - 58.8%
[2024-09-13T14:21:49.862+0000] {logging_mixin.py:190} WARNING - 58.9%
[2024-09-13T14:21:49.877+0000] {logging_mixin.py:190} WARNING - 59.1%
[2024-09-13T14:21:49.884+0000] {logging_mixin.py:190} WARNING - 59.2%
[2024-09-13T14:21:49.898+0000] {logging_mixin.py:190} WARNING - 59.3%
[2024-09-13T14:21:49.901+0000] {logging_mixin.py:190} WARNING - 59.4%
[2024-09-13T14:21:49.912+0000] {logging_mixin.py:190} WARNING - 59.6%
[2024-09-13T14:21:49.920+0000] {logging_mixin.py:190} WARNING - 59.7%
[2024-09-13T14:21:49.929+0000] {logging_mixin.py:190} WARNING - 59.8%
[2024-09-13T14:21:49.941+0000] {logging_mixin.py:190} WARNING - 60.0%
[2024-09-13T14:21:49.952+0000] {logging_mixin.py:190} WARNING - 60.1%
[2024-09-13T14:21:49.963+0000] {logging_mixin.py:190} WARNING - 60.2%
[2024-09-13T14:21:49.972+0000] {logging_mixin.py:190} WARNING - 60.3%
[2024-09-13T14:21:49.989+0000] {logging_mixin.py:190} WARNING - 60.5%
[2024-09-13T14:21:49.998+0000] {logging_mixin.py:190} WARNING - 60.6%
[2024-09-13T14:21:50.009+0000] {logging_mixin.py:190} WARNING - 60.7%
[2024-09-13T14:21:50.018+0000] {logging_mixin.py:190} WARNING - 60.9%
[2024-09-13T14:21:50.029+0000] {logging_mixin.py:190} WARNING - 61.0%
[2024-09-13T14:21:50.042+0000] {logging_mixin.py:190} WARNING - 61.1%
[2024-09-13T14:21:50.056+0000] {logging_mixin.py:190} WARNING - 61.2%
[2024-09-13T14:21:50.063+0000] {logging_mixin.py:190} WARNING - 61.4%
[2024-09-13T14:21:50.075+0000] {logging_mixin.py:190} WARNING - 61.5%
[2024-09-13T14:21:50.089+0000] {logging_mixin.py:190} WARNING - 61.6%
[2024-09-13T14:21:50.098+0000] {logging_mixin.py:190} WARNING - 61.7%
[2024-09-13T14:21:50.144+0000] {logging_mixin.py:190} WARNING - 61.9%
[2024-09-13T14:21:50.147+0000] {logging_mixin.py:190} WARNING - 62.0%
[2024-09-13T14:21:50.149+0000] {logging_mixin.py:190} WARNING - 62.1%
[2024-09-13T14:21:50.168+0000] {logging_mixin.py:190} WARNING - 62.3%
[2024-09-13T14:21:50.190+0000] {logging_mixin.py:190} WARNING - 62.4%
[2024-09-13T14:21:50.192+0000] {logging_mixin.py:190} WARNING - 62.5%
[2024-09-13T14:21:50.195+0000] {logging_mixin.py:190} WARNING - 62.6%
[2024-09-13T14:21:50.198+0000] {logging_mixin.py:190} WARNING - 62.8%
[2024-09-13T14:21:50.202+0000] {logging_mixin.py:190} WARNING - 62.9%
[2024-09-13T14:21:50.206+0000] {logging_mixin.py:190} WARNING - 63.0%
[2024-09-13T14:21:50.218+0000] {logging_mixin.py:190} WARNING - 63.2%
[2024-09-13T14:21:50.229+0000] {logging_mixin.py:190} WARNING - 63.3%
[2024-09-13T14:21:50.239+0000] {logging_mixin.py:190} WARNING - 63.4%
[2024-09-13T14:21:50.253+0000] {logging_mixin.py:190} WARNING - 63.5%
[2024-09-13T14:21:50.261+0000] {logging_mixin.py:190} WARNING - 63.7%
[2024-09-13T14:21:50.276+0000] {logging_mixin.py:190} WARNING - 63.8%
[2024-09-13T14:21:50.285+0000] {logging_mixin.py:190} WARNING - 63.9%
[2024-09-13T14:21:50.301+0000] {logging_mixin.py:190} WARNING - 64.0%
[2024-09-13T14:21:50.309+0000] {logging_mixin.py:190} WARNING - 64.2%
[2024-09-13T14:21:50.318+0000] {logging_mixin.py:190} WARNING - 64.3%
[2024-09-13T14:21:50.330+0000] {logging_mixin.py:190} WARNING - 64.4%
[2024-09-13T14:21:50.340+0000] {logging_mixin.py:190} WARNING - 64.6%
[2024-09-13T14:21:50.352+0000] {logging_mixin.py:190} WARNING - 64.7%
[2024-09-13T14:21:50.360+0000] {logging_mixin.py:190} WARNING - 64.8%
[2024-09-13T14:21:50.373+0000] {logging_mixin.py:190} WARNING - 64.9%
[2024-09-13T14:21:50.383+0000] {logging_mixin.py:190} WARNING - 65.1%
[2024-09-13T14:21:50.396+0000] {logging_mixin.py:190} WARNING - 65.2%
[2024-09-13T14:21:50.408+0000] {logging_mixin.py:190} WARNING - 65.3%
[2024-09-13T14:21:50.418+0000] {logging_mixin.py:190} WARNING - 65.5%
[2024-09-13T14:21:50.428+0000] {logging_mixin.py:190} WARNING - 65.6%
[2024-09-13T14:21:50.441+0000] {logging_mixin.py:190} WARNING - 65.7%
[2024-09-13T14:21:50.453+0000] {logging_mixin.py:190} WARNING - 65.8%
[2024-09-13T14:21:50.467+0000] {logging_mixin.py:190} WARNING - 66.0%
[2024-09-13T14:21:50.483+0000] {logging_mixin.py:190} WARNING - 66.1%
[2024-09-13T14:21:50.488+0000] {logging_mixin.py:190} WARNING - 66.2%
[2024-09-13T14:21:50.506+0000] {logging_mixin.py:190} WARNING - 66.3%
[2024-09-13T14:21:50.519+0000] {logging_mixin.py:190} WARNING - 66.5%
[2024-09-13T14:21:50.554+0000] {logging_mixin.py:190} WARNING - 66.6%
[2024-09-13T14:21:50.561+0000] {logging_mixin.py:190} WARNING - 66.7%
[2024-09-13T14:21:50.563+0000] {logging_mixin.py:190} WARNING - 66.9%
[2024-09-13T14:21:50.567+0000] {logging_mixin.py:190} WARNING - 67.0%
[2024-09-13T14:21:50.577+0000] {logging_mixin.py:190} WARNING - 67.1%
[2024-09-13T14:21:50.590+0000] {logging_mixin.py:190} WARNING - 67.2%
[2024-09-13T14:21:50.605+0000] {logging_mixin.py:190} WARNING - 67.4%
[2024-09-13T14:21:50.612+0000] {logging_mixin.py:190} WARNING - 67.5%
[2024-09-13T14:21:50.623+0000] {logging_mixin.py:190} WARNING - 67.6%
[2024-09-13T14:21:50.644+0000] {logging_mixin.py:190} WARNING - 67.8%
[2024-09-13T14:21:50.654+0000] {logging_mixin.py:190} WARNING - 67.9%
[2024-09-13T14:21:50.662+0000] {logging_mixin.py:190} WARNING - 68.0%
[2024-09-13T14:21:50.673+0000] {logging_mixin.py:190} WARNING - 68.1%
[2024-09-13T14:21:50.682+0000] {logging_mixin.py:190} WARNING - 68.3%
[2024-09-13T14:21:50.697+0000] {logging_mixin.py:190} WARNING - 68.4%
[2024-09-13T14:21:50.703+0000] {logging_mixin.py:190} WARNING - 68.5%
[2024-09-13T14:21:50.714+0000] {logging_mixin.py:190} WARNING - 68.6%
[2024-09-13T14:21:50.725+0000] {logging_mixin.py:190} WARNING - 68.8%
[2024-09-13T14:21:50.739+0000] {logging_mixin.py:190} WARNING - 68.9%
[2024-09-13T14:21:50.745+0000] {logging_mixin.py:190} WARNING - 69.0%
[2024-09-13T14:21:50.756+0000] {logging_mixin.py:190} WARNING - 69.2%
[2024-09-13T14:21:50.765+0000] {logging_mixin.py:190} WARNING - 69.3%
[2024-09-13T14:21:50.778+0000] {logging_mixin.py:190} WARNING - 69.4%
[2024-09-13T14:21:50.792+0000] {logging_mixin.py:190} WARNING - 69.5%
[2024-09-13T14:21:50.800+0000] {logging_mixin.py:190} WARNING - 69.7%
[2024-09-13T14:21:50.815+0000] {logging_mixin.py:190} WARNING - 69.8%
[2024-09-13T14:21:50.829+0000] {logging_mixin.py:190} WARNING - 69.9%
[2024-09-13T14:21:50.838+0000] {logging_mixin.py:190} WARNING - 70.1%
[2024-09-13T14:21:50.851+0000] {logging_mixin.py:190} WARNING - 70.2%
[2024-09-13T14:21:50.867+0000] {logging_mixin.py:190} WARNING - 70.3%
[2024-09-13T14:21:50.881+0000] {logging_mixin.py:190} WARNING - 70.4%
[2024-09-13T14:21:50.889+0000] {logging_mixin.py:190} WARNING - 70.6%
[2024-09-13T14:21:50.919+0000] {logging_mixin.py:190} WARNING - 70.7%
[2024-09-13T14:21:50.921+0000] {logging_mixin.py:190} WARNING - 70.8%
[2024-09-13T14:21:50.934+0000] {logging_mixin.py:190} WARNING - 70.9%
[2024-09-13T14:21:50.948+0000] {logging_mixin.py:190} WARNING - 71.1%
[2024-09-13T14:21:50.957+0000] {logging_mixin.py:190} WARNING - 71.2%
